ID;Airports;Periods;TotalFlights_3;TotalPassengers_12;EuropeTotal_22;Africa_26;America_32;Asia_36;Oceania_40;OtherUnknown_41;TotalCargo_43;TotalUnloadedCargo_46;TotalLoadedCargo_49;TotalMail_74;TotalUnloadedMail_77;TotalLoadedMail_80;Passengers_flight
991;A043596;2009MM11;1092;48318;48236;82;0;0;0;0;0;0;0;0;0;0;44
992;A043596;2009MM12;1052;53317;53317;0;0;0;0;0;1;0;1;0;0;0;51
994;A043596;2009JJ00;15397;921840;921265;365;210;0;0;0;5;0;5;0;0;0;60
995;A043596;2010MM01;1169;59584;59005;0;0;579;0;0;0;0;0;0;0;0;51
996;A043596;2010MM02;1104;62210;62210;0;0;0;0;0;0;0;0;0;0;0;56
997;A043596;2010MM03;1246;72821;72821;0;0;0;0;0;0;0;0;0;0;0;58
999;A043596;2010MM04;978;51759;51759;0;0;0;0;0;1;1;0;0;0;0;53
1000;A043596;2010MM05;1373;96812;96812;0;0;0;0;0;1;0;1;0;0;0;71
1001;A043596;2010MM06;1437;91026;91026;0;0;0;0;0;19;18;1;0;0;0;63
1003;A043596;2010MM07;1462;102749;102049;700;0;0;0;0;0;0;0;0;0;0;70
1004;A043596;2010MM08;1345;103361;102519;842;0;0;0;0;0;0;0;0;0;0;77
1005;A043596;2010MM09;1418;100099;99696;403;0;0;0;0;0;0;0;0;0;0;71
1007;A043596;2010MM10;1314;90641;90403;238;0;0;0;0;0;0;0;0;0;0;69
1008;A043596;2010MM11;922;46200;46148;52;0;0;0;0;0;0;0;0;0;0;50
1009;A043596;2010MM12;875;45307;44859;448;0;0;0;0;0;0;0;0;0;0;52
1011;A043596;2010JJ00;14643;922569;919307;2683;0;579;0;0;21;18;3;0;0;0;63
1012;A043596;2011MM01;1032;55386;55386;0;0;0;0;0;0;0;0;0;0;0;54
1013;A043596;2011MM02;1095;59987;59987;0;0;0;0;0;0;0;0;0;0;0;55
1014;A043596;2011MM03;1177;74158;74158;0;0;0;0;0;2;0;2;0;0;0;63
1016;A043596;2011MM04;1111;70982;70982;0;0;0;0;0;3;1;2;0;0;0;64
1017;A043596;2011MM05;1510;112198;112198;0;0;0;0;0;0;0;0;0;0;0;74
1018;A043596;2011MM06;1452;113303;112957;346;0;0;0;0;23;11;12;0;0;0;78
1020;A043596;2011MM07;1412;126815;126140;675;0;0;0;0;0;0;0;0;0;0;90
1021;A043596;2011MM08;1360;120374;120017;357;0;0;0;0;6;0;5;0;0;0;89
1022;A043596;2011MM09;1493;116872;116872;0;0;0;0;0;8;6;3;0;0;0;78
1024;A043596;2011MM10;1391;106423;106423;0;0;0;0;0;3;0;3;0;0;0;77
1025;A043596;2011MM11;921;55243;55243;0;0;0;0;0;0;0;0;0;0;0;60
1026;A043596;2011MM12;994;63461;63199;262;0;0;0;0;2;0;2;0;0;0;64
1028;A043596;2011JJ00;14948;1075202;1073562;1640;0;0;0;0;47;18;29;0;0;0;72
1029;A043596;2012MM01;1153;75066;75066;0;0;0;0;0;2;0;2;0;0;0;65
1030;A043596;2012MM02;1159;78132;77992;140;0;0;0;0;1;0;1;0;0;0;67
1031;A043596;2012MM03;1245;91418;91418;0;0;0;0;0;1;0;1;0;0;0;73
1033;A043596;2012MM04;1116;81633;81633;0;0;0;0;0;1;0;1;0;0;0;73
1034;A043596;2012MM05;1485;121917;121917;0;0;0;0;0;30;0;30;0;0;0;82
1035;A043596;2012MM06;1444;118269;117134;1135;0;0;0;0;0;0;0;0;0;0;82
1037;A043596;2012MM07;1465;130946;129979;967;0;0;0;0;3;0;3;0;0;0;89
1038;A043596;2012MM08;1435;130966;130365;601;0;0;0;0;0;0;0;0;0;0;91
1039;A043596;2012MM09;1397;123655;123171;484;0;0;0;0;0;0;0;0;0;0;89
1041;A043596;2012MM10;1458;117840;117833;7;0;0;0;0;0;0;0;0;0;0;81
1042;A043596;2012MM11;923;54121;54121;0;0;0;0;0;9;0;9;0;0;0;59
1043;A043596;2012MM12;965;62576;62576;0;0;0;0;0;0;0;0;0;0;0;65
1045;A043596;2012JJ00;15245;1186539;1183205;3334;0;0;0;0;46;0;46;0;0;0;78
1046;A043596;2013MM01;1325;84234;84234;0;0;0;0;0;0;0;0;0;0;0;64
1047;A043596;2013MM02;1273;90438;90438;0;0;0;0;0;1;0;1;0;0;0;71
1048;A043596;2013MM03;1465;110486;110486;0;0;0;0;0;7;0;7;0;0;0;75
1050;A043596;2013MM04;1502;110862;110862;0;0;0;0;0;1;0;1;0;0;0;74
1051;A043596;2013MM05;1855;160404;160404;0;0;0;0;0;0;0;0;0;0;0;86
1052;A043596;2013MM06;1796;155446;154921;525;0;0;0;0;0;0;0;0;0;0;87
1054;A043596;2013MM07;1817;154817;152036;2781;0;0;0;0;1;1;0;0;0;0;85
1055;A043596;2013MM08;1683;155270;150615;4655;0;0;0;0;7;1;6;0;0;0;92
1056;A043596;2013MM09;1854;161155;159247;1908;0;0;0;0;3;1;2;0;0;0;87
1058;A043596;2013MM10;1679;136930;135335;1595;0;0;0;0;8;1;7;0;0;0;82
1059;A043596;2013MM11;1255;81945;79326;2617;2;0;0;0;10;5;4;0;0;0;65
1060;A043596;2013MM12;1155;86585;84825;1760;0;0;0;0;17;0;17;0;0;0;75
1062;A043596;2013JJ00;18659;1488572;1472729;15841;2;0;0;0;54;8;45;0;0;0;80
1063;A043596;2014MM01;1345;94277;92784;1422;0;71;0;0;1;0;1;0;0;0;70
1064;A043596;2014MM02;1358;106528;104768;1760;0;0;0;0;17;0;17;0;0;0;78
1065;A043596;2014MM03;1614;135230;132109;3121;0;0;0;0;3;1;2;0;0;0;84
1067;A043596;2014MM04;1556;135401;131975;3426;0;0;0;0;7;2;5;0;0;0;87
1068;A043596;2014MM05;1802;171860;169682;2178;0;0;0;0;8;3;5;0;0;0;95
1069;A043596;2014MM06;1822;169860;169640;220;0;0;0;0;7;2;4;0;0;0;93
1071;A043596;2014MM07;1725;147262;144796;2130;96;240;0;0;11;7;4;0;0;0;85
1072;A043596;2014MM08;1581;153111;149026;2824;0;1261;0;0;6;2;4;0;0;0;97
1073;A043596;2014MM09;1891;175449;173494;1955;0;0;0;0;9;5;4;0;0;0;93
1075;A043596;2014MM10;1701;158138;156860;1278;0;0;0;0;10;6;4;0;0;0;93
1076;A043596;2014MM11;1173;82604;82604;0;0;0;0;0;7;3;4;0;0;0;70
1077;A043596;2014MM12;1222;95157;94708;449;0;0;0;0;6;2;4;0;0;0;78
1079;A043596;2014JJ00;18790;1624877;1602446;20763;96;1572;0;0;91;33;58;0;0;0;86
1080;A043596;2015MM01;1144;84735;84582;153;0;0;0;0;7;2;5;0;0;0;74
1081;A043596;2015MM02;1263;102424;101790;634;0;0;0;0;5;2;3;0;0;0;81
1082;A043596;2015MM03;1530;126737;125849;888;0;0;0;0;6;3;3;0;0;0;83
1084;A043596;2015MM04;1629;134281;131289;2992;0;0;0;0;9;7;2;0;0;0;82
1085;A043596;2015MM05;1958;190641;187591;3050;0;0;0;0;6;2;3;0;0;0;97
1086;A043596;2015MM06;1991;180298;177952;2346;0;0;0;0;6;3;3;0;0;0;91
1088;A043596;2015MM07;1781;155964;152700;3239;0;25;0;0;7;6;2;0;0;0;88
1089;A043596;2015MM08;1688;163847;159100;4747;0;0;0;0;11;4;6;0;0;0;97
1090;A043596;2015MM09;1950;178517;175359;3158;0;0;0;0;7;2;5;0;0;0;92
1092;A043596;2015MM10;1738;152978;150170;2808;0;0;0;0;4;3;1;0;0;0;88
1093;A043596;2015MM11;1223;85191;85191;0;0;0;0;0;6;4;3;0;0;0;70
1094;A043596;2015MM12;1127;83770;83466;304;0;0;0;0;6;3;3;0;0;0;74
1096;A043596;2015JJ00;19022;1639383;1615039;24319;0;25;0;0;80;41;39;0;0;0;86
1097;A043596;2016MM01;1164;88519;87969;550;0;0;0;0;8;4;5;0;0;0;76
1098;A043596;2016MM02;1399;106972;106516;456;0;0;0;0;8;5;3;0;0;0;76
1099;A043596;2016MM03;1607;127991;127670;321;0;0;0;0;4;3;1;0;0;0;80
1101;A043596;2016MM04;1646;138051;135060;2991;0;0;0;0;13;9;4;1;0;1;84
1102;A043596;2016MM05;1909;184418;181699;2719;0;0;0;0;6;4;2;0;0;0;97
1103;A043596;2016MM06;1867;176708;174172;2536;0;0;0;0;4;3;1;2;2;0;95
1105;A043596;2016MM07;1765;162493;159890;2603;0;0;0;0;7;4;3;1;0;1;92
1106;A043596;2016MM08;1723;161398;158747;2651;0;0;0;0;7;5;2;0;0;0;94
1107;A043596;2016MM09;1872;168984;166351;2633;0;0;0;0;8;5;3;0;0;0;90
1109;A043596;2016MM10;1718;142815;140076;2739;0;0;0;0;10;8;2;0;0;0;83
1110;A043596;2016MM11;1213;93856;93806;50;0;0;0;0;0;0;0;0;0;0;77
1111;A043596;2016MM12;1172;91788;91738;0;0;50;0;0;0;0;0;0;0;0;78
1113;A043596;2016JJ00;19055;1643993;1623694;20249;0;50;0;0;77;49;27;5;2;3;86
1114;A043596;2017MM01;1179;99803;99803;0;0;0;0;0;0;0;0;0;0;0;85
1115;A043596;2017MM02;1167;100103;100034;68;0;1;0;0;1;0;1;0;0;0;86
1116;A043596;2017MM03;1327;121428;121329;99;0;0;0;0;0;0;0;0;0;0;92
1118;A043596;2017MM04;1434;153870;148860;5010;0;0;0;0;1;0;1;2;2;0;107
1119;A043596;2017MM05;1718;190720;185839;4881;0;0;0;0;6;0;6;0;0;0;111
1120;A043596;2017MM06;1597;186491;183160;3331;0;0;0;0;2;0;2;0;0;0;117
1122;A043596;2017MM07;1575;193211;186801;6410;0;0;0;0;0;0;0;0;0;0;123
1123;A043596;2017MM08;1564;195301;187308;7993;0;0;0;0;2;0;2;0;0;0;125
1124;A043596;2017MM09;1536;188847;184290;4557;0;0;0;0;0;0;0;0;0;0;123
1126;A043596;2017MM10;1473;157992;154210;3782;0;0;0;0;0;0;0;0;0;0;107
1127;A043596;2017MM11;848;70941;67360;3215;310;56;0;0;0;0;0;0;0;0;84
1128;A043596;2017MM12;852;73985;72207;1612;0;166;0;0;0;0;0;0;0;0;87
1130;A043596;2017JJ00;16270;1732692;1691201;40958;310;223;0;0;12;0;12;2;2;0;106
1131;A043596;2018MM01;988;89021;86830;1551;640;0;0;0;0;0;0;0;0;0;90
1132;A043596;2018MM02;988;88493;87155;1338;0;0;0;0;0;0;0;0;0;0;90
1133;A043596;2018MM03;1198;121533;119180;2160;0;193;0;0;0;0;0;0;0;0;101
1135;A043596;2018MM04;1461;144208;139027;5181;0;0;0;0;0;0;0;0;0;0;99
1136;A043596;2018MM05;1964;221150;216789;4361;0;0;0;0;0;0;0;0;0;0;113
1137;A043596;2018MM06;1921;217739;213558;4181;0;0;0;0;0;0;0;0;0;0;113
1139;A043596;2018MM07;1897;230635;223614;6030;251;740;0;0;0;0;0;0;0;0;122
1140;A043596;2018MM08;1864;232799;226649;5364;0;786;0;0;0;0;0;0;0;0;125
1141;A043596;2018MM09;1879;223027;217909;4964;0;154;0;0;0;0;0;0;0;0;119
1143;A043596;2018MM10;1763;193930;187049;6881;0;0;0;0;0;0;0;0;0;0;110
1144;A043596;2018MM11;884;73245;69196;4049;0;0;0;0;0;0;0;0;0;0;83
1145;A043596;2018MM12;808;72378;68617;3761;0;0;0;0;0;0;0;0;0;0;90
1147;A043596;2018JJ00;17615;1908158;1855573;49821;891;1873;0;0;0;0;0;0;0;0;108
1148;A043596;2019MM01;938;84056;79966;3614;0;476;0;0;0;0;0;0;0;0;90
1149;A043596;2019MM02;978;95420;91161;4259;0;0;0;0;0;0;0;0;0;0;98
1150;A043596;2019MM03;1286;137683;130992;6691;0;0;0;0;0;0;0;0;0;0;107
1152;A043596;2019MM04;1556;169142;159234;9908;0;0;0;0;0;0;0;0;0;0;109
1153;A043596;2019MM05;2011;227437;221218;6219;0;0;0;0;0;0;0;0;0;0;113
1154;A043596;2019MM06;1943;240069;231448;8621;0;0;0;0;0;0;0;0;0;0;124
1156;A043596;2019MM07;2039;251074;238037;13037;0;0;0;0;0;0;0;0;0;0;123
1157;A043596;2019MM08;2099;269858;252335;17358;0;165;0;0;0;0;0;0;0;0;129
1158;A043596;2019MM09;1997;240606;229982;10624;0;0;0;0;0;0;0;0;0;0;120
1160;A043596;2019MM10;1771;198592;187377;11215;0;0;0;0;0;0;0;0;0;0;112
1161;A043596;2019MM11;910;91748;83215;8533;0;0;0;0;0;0;0;0;0;0;101
1162;A043596;2019MM12;878;89113;81414;7699;0;0;0;0;0;0;0;0;0;0;101
1164;A043596;2019JJ00;18406;2094798;1986379;107778;0;641;0;0;0;0;0;0;0;0;114
1165;A043596;2020MM01;963;99080;90361;8719;0;0;0;0;0;0;0;0;0;0;103
1166;A043596;2020MM02;1031;104062;97069;6993;0;0;0;0;0;0;0;0;0;0;101
1167;A043596;2020MM03;748;62870;57788;5082;0;0;0;0;0;0;0;0;0;0;84
1169;A043596;2020MM04;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1170;A043596;2020MM05;46;134;134;0;0;0;0;0;0;0;0;0;0;0;3
1171;A043596;2020MM06;168;7971;7971;0;0;0;0;0;0;0;0;0;0;0;47
1173;A043596;2020MM07;1032;78468;78468;0;0;0;0;0;0;0;0;0;0;0;76
1174;A043596;2020MM08;1071;74047;74047;0;0;0;0;0;0;0;0;0;0;0;69
1175;A043596;2020MM09;635;32047;31135;912;0;0;0;0;0;0;0;0;0;0;50
1177;A043596;2020MM10;353;21811;19216;2595;0;0;0;0;0;0;0;0;0;0;62
1178;A043596;2020MM11;134;4761;2365;2396;0;0;0;0;0;0;0;0;0;0;36
1179;A043596;2020MM12;115;4590;325;4265;0;0;0;0;0;0;0;0;0;0;40
1181;A043596;2020JJ00;6337;489841;458879;30962;0;0;0;0;0;0;0;0;0;0;77
1182;A043596;2021MM01;181;3311;34;3277;0;0;0;0;0;0;0;0;0;0;18
1183;A043596;2021MM02;144;2871;0;2871;0;0;0;0;0;0;0;0;0;0;20
1184;A043596;2021MM03;185;98;98;0;0;0;0;0;0;0;0;0;0;0;1
1186;A043596;2021MM04;195;1945;1945;0;0;0;0;0;0;0;0;0;0;0;10
1187;A043596;2021MM05;267;8912;8912;0;0;0;0;0;0;0;0;0;0;0;33
1188;A043596;2021MM06;579;39309;33826;5483;0;0;0;0;0;0;0;0;0;0;68
1190;A043596;2021MM07;1312;113882;98923;14959;0;0;0;0;0;0;0;0;0;0;87
1191;A043596;2021MM08;1516;181957;164739;17218;0;0;0;0;0;0;0;0;0;0;120
1192;A043596;2021MM09;1410;167169;158465;8616;0;88;0;0;0;0;0;0;0;0;119
1194;A043596;2021MM10;1303;147368;141726;5642;0;0;0;0;0;0;0;0;0;0;113
1195;A043596;2021MM11;674;48278;48278;0;0;0;0;0;0;0;0;0;0;0;72
1196;A043596;2021MM12;541;40295;40295;0;0;0;0;0;0;0;0;0;0;0;74
1198;A043596;2021JJ00;8307;755395;697241;58066;0;88;0;0;0;0;0;0;0;0;91
1199;A043596;2022MM01;734;58903;58903;0;0;0;0;0;0;0;0;0;0;0;80
1200;A043596;2022MM02;699;63510;62829;681;0;0;0;0;0;0;0;0;0;0;91
1201;A043596;2022MM03;989;101163;96857;4306;0;0;0;0;0;0;0;0;0;0;102
1203;A043596;2022MM04;1437;139308;135457;3813;38;0;0;0;0;0;0;0;0;0;97
1204;A043596;2022MM05;1974;224714;214554;10160;0;0;0;0;0;0;0;0;0;0;114
1205;A043596;2022MM06;1858;224069;211028;13041;0;0;0;0;0;0;0;0;0;0;121
1207;A043596;2022MM07;2465;312468;286338;26130;0;0;0;0;0;0;0;0;0;0;127
1208;A043596;2022MM08;2353;305371;279646;25725;0;0;0;0;0;0;0;0;0;0;130
1209;A043591;1997JJ00;14511;268965;268951;0;0;0;0;14;253;21;232;       .;       .;       .;19
1210;A043591;1998JJ00;13380;285208;285206;0;0;0;0;0;66;66;0;       .;       .;       .;21
1211;A043591;1999MM01;991;16511;16331;0;0;0;0;180;26;0;26;       .;       .;       .;17
1212;A043591;1999MM02;944;17315;17315;0;0;0;0;0;0;0;0;       .;       .;       .;18
1213;A043591;1999MM03;1200;20933;20933;0;0;0;0;0;0;0;0;       .;       .;       .;17
1215;A043591;1999MM04;1214;21391;21391;0;0;0;0;0;0;0;0;       .;       .;       .;18
1216;A043591;1999MM05;1232;27936;27936;0;0;0;0;0;0;0;0;       .;       .;       .;23
1217;A043591;1999MM06;1316;28770;28770;0;0;0;0;0;1;0;1;       .;       .;       .;22
1219;A043591;1999MM07;1291;28296;27501;0;0;0;0;795;0;0;0;       .;       .;       .;22
1220;A043591;1999MM08;1207;25783;25782;0;0;0;0;1;27;0;27;       .;       .;       .;21
1221;A043591;1999MM09;1333;31621;31621;0;0;0;0;0;1;0;1;       .;       .;       .;24
1223;A043591;1999MM10;1275;27241;27077;0;0;0;0;164;121;0;121;       .;       .;       .;21
1224;A043591;1999MM11;1351;24221;24221;0;0;0;0;0;16;0;16;       .;       .;       .;18
1225;A043591;1999MM12;1076;18276;18276;0;0;0;0;0;28;0;28;       .;       .;       .;17
1227;A043591;1999JJ00;14430;288294;287154;0;0;0;0;1140;220;0;220;       .;       .;       .;20
1228;A043591;2000MM01;1237;18799;18799;0;0;0;0;0;0;0;0;       .;       .;       .;15
1229;A043591;2000MM02;1323;22568;22568;0;0;0;0;0;0;0;0;       .;       .;       .;17
1230;A043591;2000MM03;1395;24254;24254;0;0;0;0;0;11;0;11;       .;       .;       .;17
1232;A043591;2000MM04;1298;22562;22562;0;0;0;0;0;0;0;0;       .;       .;       .;17
1233;A043591;2000MM05;1595;38513;38513;0;0;0;0;0;16;0;16;       .;       .;       .;24
1234;A043591;2000MM06;1454;35472;35472;0;0;0;0;0;12;0;12;       .;       .;       .;24
1236;A043591;2000MM07;1388;30039;30039;0;0;0;0;0;13;0;13;       .;       .;       .;22
1237;A043591;2000MM08;1463;32147;32147;0;0;0;0;0;10;0;10;       .;       .;       .;22
1238;A043591;2000MM09;1441;40756;40756;0;0;0;0;0;2;1;0;       .;       .;       .;28
1240;A043591;2000MM10;1440;35307;35307;0;0;0;0;0;0;0;0;       .;       .;       .;25
1241;A043591;2000MM11;1237;23489;23489;0;0;0;0;0;0;0;0;       .;       .;       .;19
1242;A043591;2000MM12;903;16700;16700;0;0;0;0;0;1;0;1;       .;       .;       .;18
1244;A043591;2000JJ00;16174;340606;340606;0;0;0;0;0;65;2;63;       .;       .;       .;21
1245;A043591;2001MM01;1158;19659;19659;0;0;0;0;0;0;0;0;       .;       .;       .;17
1246;A043591;2001MM02;1077;20069;20069;0;0;0;0;0;0;0;0;       .;       .;       .;19
1247;A043591;2001MM03;1240;23388;23388;0;0;0;0;0;0;0;0;       .;       .;       .;19
1249;A043591;2001MM04;798;19367;19367;0;0;0;0;0;12;0;12;       .;       .;       .;24
1250;A043591;2001MM05;901;32241;32241;0;0;0;0;0;20;0;20;       .;       .;       .;36
1251;A043591;2001MM06;917;27761;27761;0;0;0;0;0;31;1;29;       .;       .;       .;30
1253;A043591;2001MM07;933;26983;26525;0;458;0;0;0;26;0;26;       .;       .;       .;29
1254;A043591;2001MM08;996;26097;26097;0;0;0;0;0;25;0;25;       .;       .;       .;26
1255;A043591;2001MM09;958;29447;29447;0;0;0;0;0;21;0;21;       .;       .;       .;31
1257;A043591;2001MM10;993;25727;25727;0;0;0;0;0;26;0;26;       .;       .;       .;26
1258;A043591;2001MM11;803;16638;16638;0;0;0;0;0;24;0;24;       .;       .;       .;21
1259;A043591;2001MM12;573;11140;11140;0;0;0;0;0;15;0;15;       .;       .;       .;19
1261;A043591;2001JJ00;11347;278517;278059;0;458;0;0;0;198;1;197;       .;       .;       .;25
1262;A043591;2002MM01;834;14251;14251;0;0;0;0;0;38;1;37;       .;       .;       .;17
1263;A043591;2002MM02;776;16430;16430;0;0;0;0;0;34;6;29;       .;       .;       .;21
1264;A043591;2002MM03;837;19598;19598;0;0;0;0;0;34;0;34;       .;       .;       .;23
1266;A043591;2002MM04;929;31620;31620;0;0;0;0;0;37;0;37;       .;       .;       .;34
1267;A043591;2002MM05;958;40153;40153;0;0;0;0;0;86;0;86;       .;       .;       .;42
1268;A043591;2002MM06;923;38311;38311;0;0;0;0;0;46;0;46;       .;       .;       .;42
1270;A043591;2002MM07;957;36718;36718;0;0;0;0;0;36;0;36;       .;       .;       .;38
1271;A043591;2002MM08;947;33272;33272;0;0;0;0;0;32;0;32;       .;       .;       .;35
1272;A043591;2002MM09;1001;42045;42045;0;0;0;0;0;36;0;36;       .;       .;       .;42
1274;A043591;2002MM10;1007;40475;40475;0;0;0;0;0;45;0;45;       .;       .;       .;40
1275;A043591;2002MM11;885;28344;28344;0;0;0;0;0;39;0;38;       .;       .;       .;32
1276;A043591;2002MM12;704;22156;22156;0;0;0;0;0;47;0;47;       .;       .;       .;31
1278;A043591;2002JJ00;10758;363373;363373;0;0;0;0;0;511;7;504;       .;       .;       .;34
1279;A043591;2003MM01;785;21306;20973;333;0;0;0;0;41;2;40;0;0;0;27
1280;A043591;2003MM02;764;23310;23310;0;0;0;0;0;38;0;38;0;0;0;31
1281;A043591;2003MM03;883;26841;26841;0;0;0;0;0;50;0;50;0;0;0;30
1283;A043591;2003MM04;861;30024;29802;222;0;0;0;0;49;0;49;0;0;0;35
1284;A043591;2003MM05;852;42117;42117;0;0;0;0;0;55;0;55;0;0;0;49
1285;A043591;2003MM06;852;40294;40294;0;0;0;0;0;58;0;58;0;0;0;47
1287;A043591;2003MM07;871;45038;44779;0;259;0;0;0;113;0;113;0;0;0;52
1288;A043591;2003MM08;810;43115;43115;0;0;0;0;0;49;0;49;0;0;0;53
1289;A043591;2003MM09;918;48495;48495;0;0;0;0;0;53;0;53;0;0;0;53
1291;A043591;2003MM10;891;47118;47118;0;0;0;0;0;53;0;53;0;0;0;53
1292;A043591;2003MM11;757;33605;33605;0;0;0;0;0;42;0;42;0;0;0;44
1293;A043591;2003MM12;614;26433;26433;0;0;0;0;0;46;0;46;0;0;0;43
1295;A043591;2003JJ00;9858;427696;426882;555;259;0;0;0;649;2;647;0;0;0;43
1296;A043591;2004MM01;702;23069;22478;591;0;0;0;0;127;0;127;0;0;0;33
1297;A043591;2004MM02;799;33510;33510;0;0;0;0;0;60;0;60;0;0;0;42
1298;A043591;2004MM03;945;42316;42316;0;0;0;0;0;54;2;52;0;0;0;45
1300;A043591;2004MM04;922;55568;55568;0;0;0;0;0;44;0;44;0;0;0;60
1301;A043591;2004MM05;989;75391;75391;0;0;0;0;0;47;1;46;0;0;0;76
1302;A043591;2004MM06;925;58287;58287;0;0;0;0;0;61;2;58;0;0;0;63
1304;A043591;2004MM07;909;68197;68197;0;0;0;0;0;54;0;54;0;0;0;75
1305;A043591;2004MM08;886;76327;76327;0;0;0;0;0;44;0;44;0;0;0;86
1306;A043591;2004MM09;1055;73712;73712;0;0;0;0;0;49;0;49;0;0;0;70
1308;A043591;2004MM10;1097;90597;90597;0;0;0;0;0;50;0;50;0;0;0;83
1309;A043591;2004MM11;946;62565;62565;0;0;0;0;0;42;0;42;0;0;0;66
1310;A043591;2004MM12;758;46930;46807;0;0;123;0;0;44;0;44;0;0;0;62
1312;A043591;2004JJ00;10933;706469;705755;591;0;123;0;0;674;5;669;0;0;0;65
1313;A043591;2005MM01;605;42455;41744;711;0;0;0;0;54;0;53;0;0;0;70
1314;A043591;2005MM02;596;44363;44363;0;0;0;0;0;50;0;50;0;0;0;74
1315;A043591;2005MM03;765;60974;60974;0;0;0;0;0;45;2;42;0;0;0;80
1317;A043591;2005MM04;863;75542;75542;0;0;0;0;0;43;0;43;0;0;0;88
1318;A043591;2005MM05;1039;104897;104897;0;0;0;0;0;37;0;37;0;0;0;101
1319;A043591;2005MM06;1103;97270;97270;0;0;0;0;0;40;0;40;0;0;0;88
1321;A043591;2005MM07;1006;105929;105929;0;0;0;0;0;38;0;38;0;0;0;105
1322;A043591;2005MM08;1057;107710;107605;0;0;105;0;0;93;46;47;0;0;0;102
1323;A043591;2005MM09;1127;98111;98111;0;0;0;0;0;39;0;39;0;0;0;87
1325;A043591;2005MM10;1060;99264;99264;0;0;0;0;0;46;1;45;0;0;0;94
1326;A043591;2005MM11;909;72658;72658;0;0;0;0;0;88;0;88;0;0;0;80
1327;A043591;2005MM12;766;63661;63661;0;0;0;0;0;33;0;33;0;0;0;83
1329;A043591;2005JJ00;10896;972834;972018;711;0;105;0;0;605;49;555;0;0;0;89
1330;A043591;2006MM01;782;61431;60853;578;0;0;0;0;36;1;35;0;0;0;79
1331;A043591;2006MM02;710;57789;57693;0;0;0;0;0;39;5;35;0;0;0;81
1332;A043591;2006MM03;839;70541;70541;0;0;0;0;0;104;62;42;0;0;0;84
1334;A043591;2006MM04;710;69597;69597;0;0;0;0;0;24;0;24;0;0;0;98
1335;A043591;2006MM05;1185;137011;136965;0;0;46;0;0;28;0;28;0;0;0;116
1336;A043591;2006MM06;1048;109559;109559;0;0;0;0;0;40;0;40;0;0;0;105
1338;A043591;2006MM07;1014;122003;122003;0;0;0;0;0;22;0;22;0;0;0;120
1339;A043591;2006MM08;1060;118632;118632;0;0;0;0;0;46;0;46;0;0;0;112
1340;A043591;2006MM09;1078;116246;116150;0;96;0;0;0;44;0;44;0;0;0;108
1342;A043591;2006MM10;1072;116287;116287;0;0;0;0;0;44;0;44;0;0;0;108
1343;A043591;2006MM11;1024;98664;98664;0;0;0;0;0;31;0;31;0;0;0;96
1344;A043591;2006MM12;876;92761;92761;0;0;0;0;0;114;96;18;0;0;0;106
1346;A043591;2006JJ00;11398;1170521;1169705;578;96;46;0;0;571;163;408;0;0;0;103
1347;A043591;2007MM01;919;88399;87736;663;0;0;0;0;42;0;42;0;0;0;96
1348;A043591;2007MM02;861;86236;86236;0;0;0;0;0;41;0;41;0;0;0;100
1349;A043591;2007MM03;1056;108487;108487;0;0;0;0;0;43;0;43;0;0;0;103
1351;A043591;2007MM04;1020;119980;119980;0;0;0;0;0;93;62;32;0;0;0;118
1352;A043591;2007MM05;957;128921;128921;0;0;0;0;0;39;0;39;0;0;0;135
1353;A043591;2007MM06;1245;147961;147961;0;0;0;0;0;33;0;33;0;0;0;119
1355;A043591;2007MM07;781;107850;107850;0;0;0;0;0;36;0;36;0;0;0;138
1356;A043591;2007MM08;1200;160141;160141;0;0;0;0;0;46;4;43;0;0;0;133
1357;A043591;2007MM09;1227;148987;148987;0;0;0;0;0;31;0;31;0;0;0;121
1359;A043591;2007MM10;1337;149522;149522;0;0;0;0;0;31;0;31;0;0;0;112
1360;A043591;2007MM11;721;88589;88589;0;0;0;0;0;10;0;10;0;0;0;123
1361;A043591;2007MM12;1066;107503;106871;632;0;0;0;0;29;0;29;0;0;0;101
1363;A043591;2007JJ00;12390;1442576;1441281;1295;0;0;0;0;473;65;408;0;0;0;116
1364;A043591;2008MM01;1096;102144;101064;1080;0;0;0;0;45;0;45;0;0;0;93
1365;A043591;2008MM02;1102;107895;106573;1321;0;0;0;0;44;0;44;0;0;0;98
1366;A043591;2008MM03;1187;126272;125041;1231;0;0;0;0;50;0;50;0;0;0;106
1368;A043591;2008MM04;1228;130204;130204;0;0;0;0;0;58;1;56;0;0;0;106
1369;A043591;2008MM05;1350;168148;168026;0;0;122;0;0;108;3;104;0;0;0;125
1370;A043591;2008MM06;1370;159518;159518;0;0;0;0;0;54;8;45;0;0;0;116
1372;A043591;2008MM07;1380;176308;176308;0;0;0;0;0;50;11;39;0;0;0;128
1373;A043591;2008MM08;1259;169222;169222;0;0;0;0;0;43;12;31;0;0;0;134
1374;A043591;2008MM09;1352;158891;158465;0;0;426;0;0;43;8;36;0;0;0;118
1376;A043591;2008MM10;1367;162130;161720;0;0;410;0;0;51;9;43;0;0;0;119
